denkmalnummern,hauptstruktur,periode,gemeinde,gemeinde_wkt,landkreis,regierungsbezirk,bibliographie,befund_e1,befund_e2,befunde_e3,lng_gk,lat_gk,lng_wgs84,lat_wgs84,DenkmalNummer,fender_typ,fender_zeitstellung,Höhe_SRTM1_puffer50m,Neigung_SRTM1_puffer50m,Hangausrichtung_SRTM1_puffer50m,Loess_1zu500k_puffer50m,Wasser_puffer50m,Umfeldanalyse_km2,Viewshed_km2,CorineCode,Reliefenergie,Frosttage_Jahr,Niederschlag_Jahr,Niederschlag_Sommer,Niederschlag_Frühling,Sonnenstunden_Jahr,Sonnenstunden_Frühling,Sonnenstunden_Sommer,Temperatur_Jahr,Temperatur_Sommer,Temperatur_Frühling
D-6-6321-0013,Befestigung,HA,Miltenberg,POINT(9.24495 49.68938),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4301032,5509840,9.240742749814434000,49.692334660366406000,D-6-6321-0013,Ringwall,Hallstattzeit,"461,38","2,47","248,98","1345,31","976,85","21,59","20,40",313,143,84,877,220,215,1620,492,653,"9,0","17,1","8,7"
D-6-6321-0013,Befestigung,LTA,Miltenberg,POINT(9.24495 49.68938),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4301032,5509840,9.240742749814434000,49.692334660366406000,D-6-6321-0013,Ringwall,Hallstattzeit,"461,38","2,47","248,98","1345,31","976,85","21,59","20,40",313,143,84,877,220,215,1620,492,653,"9,0","17,1","8,7"
D-6-6321-0013,Befestigung,LTD1,Miltenberg,POINT(9.24495 49.68938),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4301032,5509840,9.240742749814434000,49.692334660366406000,D-6-6321-0013,Ringwall,Hallstattzeit,"461,38","2,47","248,98","1345,31","976,85","21,59","20,40",313,143,84,877,220,215,1620,492,653,"9,0","17,1","8,7"
D-6-6321-0013,Befestigung,LT,Miltenberg,POINT(9.24495 49.68938),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4301032,5509840,9.240742749814434000,49.692334660366406000,D-6-6321-0013,Ringwall,Hallstattzeit,"461,38","2,47","248,98","1345,31","976,85","21,59","20,40",313,143,84,877,220,215,1620,492,653,"9,0","17,1","8,7"
D-6-6120-0058,Grab,HA,Mömlingen,POINT(9.07472 49.85828),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4290058,5529072,9.078470128118370000,49.861300756080276000,D-6-6120-0058,Bestattung,Hallstattzeit,"154,23","5,28","109,25","0,00","172,65","35,60","32,94",112,70,75,802,213,203,1644,504,664,"9,7","18,0","9,6"
D-6-6120-0059,Grab,HA,Mömlingen,POINT(9.07472 49.85828),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4291664,5529922,9.100320298046775000,49.869493377561604000,D-6-6120-0059,"Bestattung, Hügelgrab",Hallstattzeit,"293,46","9,34","205,09","772,30","1668,39","37,78","67,38",313,40,76,805,213,202,1644,504,664,"9,6","17,8","9,5"
D-6-6120-0059,Grab,LTA,Mömlingen,POINT(9.07472 49.85828),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4291664,5529922,9.100320298046775000,49.869493377561604000,D-6-6120-0059,"Bestattung, Hügelgrab",Hallstattzeit,"293,46","9,34","205,09","772,30","1668,39","37,78","67,38",313,40,76,805,213,202,1644,504,664,"9,6","17,8","9,5"
D-6-6120-0113,Siedlung,LT,Niedernberg,POINT(9.12144 49.90705),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4295262,5532572,9.148904898132741000,49.894529206160172000,D-6-6120-0113,Siedlung,Latènezeit,"117,17","1,92","90,27","742,52","139,26","47,76","77,85",211,13,70,695,196,176,1628,503,667,"10,1","18,4","10,0"
D-6-6020-0119,Einzelfund,HA,Niedernberg,POINT(9.12144 49.90705),Miltenberg,Unterfranken,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-6-6120-0113,Siedlung,LT,Niedernberg,POINT(9.12144 49.90705),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4295262,5532572,9.148904898132741000,49.894529206160172000,D-6-6120-0113,Siedlung,Latènezeit,"117,17","1,92","90,27","742,52","139,26","47,76","77,85",211,13,70,695,196,176,1628,503,667,"10,1","18,4","10,0"
"D-6-6120-0080,D-6-6120-0067",Grab,LTA,Obernburg a.Main,POINT(9.11351 49.82801),Miltenberg,Unterfranken,FIS-Daten des BLfD,,,,4294989,5526625,9.148257808732760000,49.841034700531829000,D-6-6120-0080,Bestattung,Frühlatènezeit,"125,55","6,35","122,21","664,15","197,20","42,80","14,88",112,17,79,857,225,215,1628,498,660,"9,5","17,7","9,3"
"D-6-6120-0080,D-6-6120-0067",Grab,LTA,Obernburg a.Main,POINT(9.11351 49.82801),Miltenberg,Unterfranken,FIS-Daten des BLfD,,,,4294989,5526625,9.148257808732760000,49.841034700531829000,D-6-6120-0080,Bestattung,Frühlatènezeit,"125,55","6,35","122,21","664,15","197,20","42,80","14,88",112,17,79,857,225,215,1628,498,660,"9,5","17,7","9,3"
D-6-6120-0068,,LT,Obernburg a.Main,POINT(9.11351 49.82801),Miltenberg,Unterfranken,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-6-6221-0063,Grab,HA,Röllbach,POINT(9.2551 49.76603),Miltenberg,Unterfranken,"FIS-Daten des BLfD, Fender 2017",,,,4303564,5517003,9.272191279539301000,49.757493608337278000,D-6-6221-0063,"Bestattung, Hügelgrab",Hallstattzeit,"383,00","7,05","189,20","1695,65","1139,44","30,00","83,62",313,101,82,806,212,202,1605,491,654,"9,2","17,4","9,0"
D-1-7740-0002,Grab,HA,Ampfing,POINT(12.38713 48.2638),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4525578,5348308,12.343118399175390000,48.272186496831743000,D-1-7740-0002,"Bestattung, Hügelgrab",Hallstattzeit,"473,00","9,09","187,09","0,00","414,96","44,56","2,31",211,57,108,932,340,217,1696,508,657,"8,4","17,2","8,5"
D-1-7741-0043,Einzelfund,LTD1,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4541933,5348526,12.563453772558789000,48.273277292386027000,D-1-7741-0043,Viereckschanze,Spätlatènezeit,"401,69","1,43","63,49","2072,52","393,66","53,02","5,02",211,5,110,854,305,198,1722,522,678,"8,6","17,5","8,8"
D-1-7741-0151,Siedlung,HA,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4541203,5348747,12.553641498156852000,48.275312501298998000,D-1-7741-0151,Siedlung,Hallstattzeit,"401,23","1,02","181,34","1858,66","201,67","52,28","9,46",211,6,111,854,304,199,1722,522,678,"8,6","17,5","8,8"
D-1-7741-0043,Siedlung,LTD1,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4541933,5348526,12.563453772558789000,48.273277292386027000,D-1-7741-0043,Viereckschanze,Spätlatènezeit,"401,69","1,43","63,49","2072,52","393,66","53,02","5,02",211,5,110,854,305,198,1722,522,678,"8,6","17,5","8,8"
D-1-7741-0043,Siedlung,LTD1,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4541933,5348526,12.563453772558789000,48.273277292386027000,D-1-7741-0043,Viereckschanze,Spätlatènezeit,"401,69","1,43","63,49","2072,52","393,66","53,02","5,02",211,5,110,854,305,198,1722,522,678,"8,6","17,5","8,8"
D-1-7741-0043,Siedlung,LTD1,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4541933,5348526,12.563453772558789000,48.273277292386027000,D-1-7741-0043,Viereckschanze,Spätlatènezeit,"401,69","1,43","63,49","2072,52","393,66","53,02","5,02",211,5,110,854,305,198,1722,522,678,"8,6","17,5","8,8"
D-1-7741-0036,Einzelfund,HAD,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7741-0036,Einzelfund,LTA,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7741-0151,Lesefund,LT,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4541203,5348747,12.553641498156852000,48.275312501298998000,D-1-7741-0151,Siedlung,Hallstattzeit,"401,23","1,02","181,34","1858,66","201,67","52,28","9,46",211,6,111,854,304,199,1722,522,678,"8,6","17,5","8,8"
D-1-7741-0151,Einzelfund,HA,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4541203,5348747,12.553641498156852000,48.275312501298998000,D-1-7741-0151,Siedlung,Hallstattzeit,"401,23","1,02","181,34","1858,66","201,67","52,28","9,46",211,6,111,854,304,199,1722,522,678,"8,6","17,5","8,8"
D-1-7741-0036,,HA,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7741-0036,,LT,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7741-0114,,LT,Erharting,POINT(12.56826 48.28014),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7840-0009,Grab,HA,Gars a.Inn,POINT(12.28885 48.15728),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4525673,5334621,12.343572264668017000,48.149094355909590000,D-1-7840-0009,"Bestattung, Hügelgrab",Hallstattzeit,"491,92","5,02","229,11","4464,95","965,40","45,25","27,25",312,78,104,998,361,238,1682,501,648,"8,6","17,4","8,7"
D-1-7838-0109,Einzelfund,LTD1,Haag i.OB,POINT(12.163 48.16016),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4511299,5337512,12.150477137303158000,48.175510105480697000,D-1-7838-0109,Viereckschanze,Spätlatènezeit,"576,92","2,41","127,11","5455,99","490,81","48,67","13,94",231,38,109,1103,395,261,1671,494,627,"8,2","16,8","8,3"
D-1-7838-0109,Siedlung,LTD1,Haag i.OB,POINT(12.163 48.16016),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4511299,5337512,12.150477137303158000,48.175510105480697000,D-1-7838-0109,Viereckschanze,Spätlatènezeit,"576,92","2,41","127,11","5455,99","490,81","48,67","13,94",231,38,109,1103,395,261,1671,494,627,"8,2","16,8","8,3"
D-1-7740-0055,Siedlung,LTD1,Heldenstein,POINT(12.36396 48.24072),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4528066,5344138,12.376358442612251000,48.234580690080840000,D-1-7740-0055,Viereckschanze,Latènezeit,"453,15","2,11","185,36","0,00","331,67","51,01","26,80",211,23,106,892,328,206,1702,512,662,"8,5","17,4","8,8"
D-1-7740-0268,Werkplatz,HA,Heldenstein,POINT(12.36396 48.24072),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4528687,5345950,12.384840197129755000,48.250848276551544000,D-1-7740-0268,Bestattung,Hallstattzeit,"419,23","0,82","195,17","821,70","763,10","51,87","24,15",211,6,106,855,314,196,1703,513,666,"8,6","17,5","8,9"
D-1-7740-0268,Siedlung,HA,Heldenstein,POINT(12.36396 48.24072),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4528687,5345950,12.384840197129755000,48.250848276551544000,D-1-7740-0268,Bestattung,Hallstattzeit,"419,23","0,82","195,17","821,70","763,10","51,87","24,15",211,6,106,855,314,196,1703,513,666,"8,6","17,5","8,9"
D-1-7740-0268,Werkplatz,HA,Heldenstein,POINT(12.36396 48.24072),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4528687,5345950,12.384840197129755000,48.250848276551544000,D-1-7740-0268,Bestattung,Hallstattzeit,"419,23","0,82","195,17","821,70","763,10","51,87","24,15",211,6,106,855,314,196,1703,513,666,"8,6","17,5","8,9"
D-1-7840-0036,Einzelfund,LT,Kraiburg a.Inn,POINT(12.44648 48.17928),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4535506,5340093,12.476170174750113000,48.197832326291746000,D-1-7840-0036,Siedlung,Latènezeit,"410,85","1,10","322,06","1061,54","586,85","47,77","5,72",242,11,107,918,331,215,1709,514,667,"8,6","17,5","8,8"
D-1-7840-0038,,LT,Kraiburg a.Inn,POINT(12.44648 48.17928),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7838-0202,Siedlung,LTD1,Maitenbeth,POINT(12.09183 48.14651),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4505854,5334960,12.077229439778939000,48.152632105465024000,D-1-7838-0202,Viereckschanze,Spätlatènezeit,"609,29","10,59","151,00","4866,06","969,30","46,90","44,12",242,27,110,1153,413,274,1670,492,620,"8,1","16,7","8,1"
D-1-7740-0057,Siedlung,LTD1,Mettenheim,POINT(12.47356 48.27244),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4536212,5347607,12.486307472327439000,48.265365098501988000,D-1-7740-0057,Viereckschanze,Spätlatènezeit,"409,92","1,61","136,08","4308,83","859,61","53,35","55,99",211,6,112,870,312,203,1725,522,680,"8,4","17,4","8,7"
D-1-7740-0269,,HA,Mettenheim,POINT(12.47356 48.27244),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7740-0057,Siedlung,LTC,Mettenheim,POINT(12.47356 48.27244),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4536212,5347607,12.486307472327439000,48.265365098501988000,D-1-7740-0057,Viereckschanze,Spätlatènezeit,"409,92","1,61","136,08","4308,83","859,61","53,35","55,99",211,6,112,870,312,203,1725,522,680,"8,4","17,4","8,7"
D-1-7740-0057,Einzelfund,LT,Mettenheim,POINT(12.47356 48.27244),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4536212,5347607,12.486307472327439000,48.265365098501988000,D-1-7740-0057,Viereckschanze,Spätlatènezeit,"409,92","1,61","136,08","4308,83","859,61","53,35","55,99",211,6,112,870,312,203,1725,522,680,"8,4","17,4","8,7"
D-1-7740-0057,Siedlung,LTD1,Mettenheim,POINT(12.47356 48.27244),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4536212,5347607,12.486307472327439000,48.265365098501988000,D-1-7740-0057,Viereckschanze,Spätlatènezeit,"409,92","1,61","136,08","4308,83","859,61","53,35","55,99",211,6,112,870,312,203,1725,522,680,"8,4","17,4","8,7"
D-1-7740-0274,Siedlung,LT,Mettenheim,POINT(12.47356 48.27244),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7740-0269,Siedlung,LT,Mettenheim,POINT(12.47356 48.27244),Mühldorf am Inn,Oberbayern,FIS-Daten des BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7740-0057,Siedlung,LTD1,Mettenheim,POINT(12.47356 48.27244),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4536212,5347607,12.486307472327439000,48.265365098501988000,D-1-7740-0057,Viereckschanze,Spätlatènezeit,"409,92","1,61","136,08","4308,83","859,61","53,35","55,99",211,6,112,870,312,203,1725,522,680,"8,4","17,4","8,7"
D-1-7741-0054,Siedlung,LTD1,Mühldorf a.Inn,POINT(12.51817 48.24933),Mühldorf am Inn,Oberbayern,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4539342,5347694,12.528473266587245000,48.265961223247764000,D-1-7741-0054,Viereckschanze,Spätlatènezeit,"407,69","1,31","161,60","3597,67","1265,57","53,64","18,64",112,6,113,869,310,204,1725,522,680,"8,4","17,4","8,7"
